"","Group.1","x"
"523",2012-10-01,18.58857
"524",2012-10-02,18.94404
"525",2012-10-03,25.88612
"526",2012-10-04,24.48077
"527",2012-10-05,24.79618
"528",2012-10-06,23.55599
"529",2012-10-07,9.692891
"530",2012-10-08,8.237173
"531",2012-10-09,15.08266
"532",2012-10-10,19.87323
"533",2012-10-11,15.00611
"534",2012-10-12,16.99719
"535",2012-10-13,13.16672
"536",2012-10-14,21.25596
"537",2012-10-15,20.09422
"538",2012-10-16,16.66177
"539",2012-10-17,17.87509
"540",2012-10-18,17.63518
"541",2012-10-19,18.94607
"542",2012-10-20,17.74699
"543",2012-10-21,17.19038
"544",2012-10-22,21.33551
"545",2012-10-23,25.78115
"546",2012-10-24,26.01513
"547",2012-10-25,20.02013
"548",2012-10-26,18.76905
"549",2012-10-27,19.63855
"550",2012-10-28,14.07437
"551",2012-10-29,10.18283
"552",2012-10-30,5.400646
"553",2012-10-31,11.54638
"554",2012-11-01,10.38379
"555",2012-11-02,10.70759
"556",2012-11-03,9.577127
"557",2012-11-04,10.21507
"558",2012-11-05,8.867283
"559",2012-11-06,6.82928
"560",2012-11-07,4.823412
"561",2012-11-08,11.66977
"562",2012-11-09,14.39951
"563",2012-11-10,17.79467
"564",2012-11-11,20.07063
"565",2012-11-12,18.07598
"566",2012-11-13,15.29012
"567",2012-11-14,3.921976
"568",2012-11-15,6.176795
"569",2012-11-16,10.52702
"570",2012-11-17,10.56639
"571",2012-11-18,10.04575
"572",2012-11-19,9.329801
"573",2012-11-20,9.349787
"574",2012-11-21,11.34739
"575",2012-11-22,14.02596
"576",2012-11-23,17.85773
"577",2012-11-24,8.177781
"578",2012-11-25,4.407445
"579",2012-11-26,13.00456
"580",2012-11-27,8.50443
"581",2012-11-28,7.762512
"582",2012-11-29,9.38966
"583",2012-11-30,10.82277
"584",2012-12-01,11.36568
"585",2012-12-02,13.58073
"586",2012-12-03,19.85865
"587",2012-12-04,22.11045
"588",2012-12-05,19.34234
"589",2012-12-06,5.895704
"590",2012-12-07,9.735834
"591",2012-12-08,18.50545
"592",2012-12-09,12.12931
"593",2012-12-10,16.29232
"594",2012-12-11,13.56811
"595",2012-12-12,4.7032
"596",2012-12-13,6.529947
"597",2012-12-14,13.21205
"598",2012-12-15,10.69213
"599",2012-12-16,7.449224
"600",2012-12-17,9.647559
"601",2012-12-18,11.94877
"602",2012-12-19,12.75216
"603",2012-12-20,6.144656
"604",2012-12-21,7.374785
"605",2012-12-22,5.36616
"606",2012-12-23,7.908547
"607",2012-12-24,2.852944
"608",2012-12-25,6.505461
"609",2012-12-26,2.128511
"610",2012-12-27,3.216888
"611",2012-12-28,3.49068
"612",2012-12-29,5.579902
"613",2012-12-30,3.349126
"614",2012-12-31,3.894046
"615",2013-01-01,5.034818
"616",2013-01-02,2.895269
"617",2013-01-03,3.671398
"618",2013-01-04,5.397751
"619",2013-01-05,7.027575
"620",2013-01-06,7.829641
"621",2013-01-07,4.904647
"622",2013-01-08,11.60909
"623",2013-01-09,13.20399
"624",2013-01-10,11.93893
"625",2013-01-11,8.898173
"626",2013-01-12,16.14662
"627",2013-01-13,15.6196
"628",2013-01-14,19.34943
"629",2013-01-15,3.88821
"630",2013-01-16,5.494202
"631",2013-01-17,5.563083
"632",2013-01-18,2.347434
"633",2013-01-19,14.30709
"634",2013-01-20,13.54132
"635",2013-01-21,7.647387
"636",2013-01-22,-2.20411
"637",2013-01-23,-4.330103
"638",2013-01-24,-4.031116
"639",2013-01-25,-5.719471
"640",2013-01-26,0.3307696
"641",2013-01-27,2.076047
"642",2013-01-28,8.702123
"643",2013-01-29,20.75129
"644",2013-01-30,20.31305
"645",2013-01-31,13.84311
"646",2013-02-01,-0.6299708
"647",2013-02-02,-2.15542
"648",2013-02-03,-0.06812945
"649",2013-02-04,1.887925
"650",2013-02-05,5.032591
"651",2013-02-06,7.34037
"652",2013-02-07,3.155878
"653",2013-02-08,3.995442
"654",2013-02-09,4.818026
"655",2013-02-10,5.517209
"656",2013-02-11,18.33124
"657",2013-02-12,14.05284
"658",2013-02-13,5.574813
"659",2013-02-14,8.403607
"660",2013-02-15,12.7069
"661",2013-02-16,1.931982
"662",2013-02-17,-2.411292
"663",2013-02-18,5.556914
"664",2013-02-19,8.210027
"665",2013-02-20,3.565452
"666",2013-02-21,3.163954
"667",2013-02-22,0.1457687
"668",2013-02-23,9.984864
"669",2013-02-24,10.76575
"670",2013-02-25,6.656427
"671",2013-02-26,4.551679
"672",2013-02-27,12.52847
"673",2013-02-28,6.081564
"674",2013-03-01,4.759092
"675",2013-03-02,1.417457
"676",2013-03-03,2.91592
"677",2013-03-04,6.027247
"678",2013-03-05,9.298187
"679",2013-03-06,2.043911
"680",2013-03-07,5.938247
"681",2013-03-08,5.398157
"682",2013-03-09,12.12653
"683",2013-03-10,14.69985
"684",2013-03-11,12.42551
"685",2013-03-12,12.81196
"686",2013-03-13,8.098242
"687",2013-03-14,6.351964
"688",2013-03-15,14.30277
"689",2013-03-16,12.299
"690",2013-03-17,2.94493
"691",2013-03-18,1.007006
"692",2013-03-19,14.24363
"693",2013-03-20,9.974383
"694",2013-03-21,2.233874
"695",2013-03-22,8.048145
"696",2013-03-23,11.80801
"697",2013-03-24,3.620605
"698",2013-03-25,3.501013
"699",2013-03-26,7.483592
"700",2013-03-27,7.383705
"701",2013-03-28,9.250212
"702",2013-03-29,12.93829
"703",2013-03-30,14.32942
"704",2013-03-31,10.49489
"705",2013-04-01,15.97297
"706",2013-04-02,9.327739
"707",2013-04-03,10.46521
"708",2013-04-04,7.406591
"709",2013-04-05,17.71027
"710",2013-04-06,12.80986
"711",2013-04-07,20.39855
"712",2013-04-08,26.78192
"713",2013-04-09,28.64063
"714",2013-04-10,31.81268
"715",2013-04-11,28.76441
"716",2013-04-12,25.70663
"717",2013-04-13,20.09416
"718",2013-04-14,19.41459
"719",2013-04-15,16.60868
"720",2013-04-16,21.62301
"721",2013-04-17,24.25937
"722",2013-04-18,23.73746
"723",2013-04-19,22.77719
"724",2013-04-20,14.79818
"725",2013-04-21,10.96904
"726",2013-04-22,13.16429
"727",2013-04-23,14.00358
"728",2013-04-24,24.06291
"729",2013-04-25,17.67611
"730",2013-04-26,17.55986
"731",2013-04-27,20.15038
"732",2013-04-28,14.34331
"733",2013-04-29,15.52125
"734",2013-04-30,15.54647
"735",2013-05-01,20.34189
"736",2013-05-02,19.34286
"737",2013-05-03,19.1607
"738",2013-05-04,19.25922
"739",2013-05-05,16.63916
"740",2013-05-06,14.62494
"741",2013-05-07,16.59461
"742",2013-05-08,18.91841
"743",2013-05-09,22.99441
"744",2013-05-10,27.48842
"745",2013-05-11,24.73351
"746",2013-05-12,16.80274
"747",2013-05-13,13.88228
"748",2013-05-14,18.19792
"749",2013-05-15,32.22108
"750",2013-05-16,25.41663
"751",2013-05-17,26.19867
"752",2013-05-18,20.80113
"753",2013-05-19,19.82677
"754",2013-05-20,25.44114
"755",2013-05-21,27.59426
"756",2013-05-22,29.43787
"757",2013-05-23,24.22232
"758",2013-05-24,16.36978
"759",2013-05-25,17.51457
"760",2013-05-26,21.19306
"761",2013-05-27,17.46186
"762",2013-05-28,26.48887
"763",2013-05-29,28.90859
"764",2013-05-30,31.02448
"765",2013-05-31,30.40961
"766",2013-06-01,29.949
"767",2013-06-02,26.12706
"768",2013-06-03,24.60844
"769",2013-06-04,21.68548
"770",2013-06-05,24.13807
"771",2013-06-06,19.05775
"772",2013-06-07,19.61307
"773",2013-06-08,24.7998
"774",2013-06-09,24.21566
"775",2013-06-10,25.42336
"776",2013-06-11,27.07846
"777",2013-06-12,29.17852
"778",2013-06-13,26.02798
"779",2013-06-14,23.95618
"780",2013-06-15,25.81315
"781",2013-06-16,25.9199
"782",2013-06-17,28.51815
"783",2013-06-18,21.81996
"784",2013-06-19,22.97946
"785",2013-06-20,23.99318
"786",2013-06-21,25.96298
"787",2013-06-22,28.8235
"788",2013-06-23,28.6961
"789",2013-06-24,30.5348
"790",2013-06-25,30.82655
"791",2013-06-26,29.64791
"792",2013-06-27,26.13562
"793",2013-06-28,30.03432
"794",2013-06-29,28.58478
"795",2013-06-30,28.38583
"796",2013-07-01,25.92231
"797",2013-07-02,25.21905
"798",2013-07-03,27.31634
"799",2013-07-04,29.07348
"800",2013-07-05,29.20539
"801",2013-07-06,30.61163
"802",2013-07-07,30.02129
"803",2013-07-08,27.97015
"804",2013-07-09,27.99213
"805",2013-07-10,28.4469
"806",2013-07-11,26.62091
"807",2013-07-12,21.65716
"808",2013-07-13,26.59077
"809",2013-07-14,29.0629
"810",2013-07-15,30.8799
"811",2013-07-16,31.22938
"812",2013-07-17,31.19757
"813",2013-07-18,32.127
"814",2013-07-19,32.24101
"815",2013-07-20,30.9632
"816",2013-07-21,29.30675
"817",2013-07-22,28.23926
"818",2013-07-23,28.23886
"819",2013-07-24,25.5526
"820",2013-07-25,23.34014
"821",2013-07-26,26.09122
"822",2013-07-27,24.45227
"823",2013-07-28,27.30001
"824",2013-07-29,24.84295
"825",2013-07-30,25.46713
"826",2013-07-31,24.12261
"827",2013-08-01,27.29738
"828",2013-08-02,27.89768
"829",2013-08-03,22.89761
"830",2013-08-04,25.47565
"831",2013-08-05,24.27667
"832",2013-08-06,24.1165
"833",2013-08-07,26.86368
"834",2013-08-08,26.46161
"835",2013-08-09,29.57873
"836",2013-08-10,25.7761
"837",2013-08-11,26.78172
"838",2013-08-12,28.46428
"839",2013-08-13,27.58877
"840",2013-08-14,21.49668
"841",2013-08-15,22.57305
"842",2013-08-16,23.75876
"843",2013-08-17,23.52677
"844",2013-08-18,18.74971
"845",2013-08-19,22.59447
"846",2013-08-20,26.84279
"847",2013-08-21,28.48273
"848",2013-08-22,27.9506
"849",2013-08-23,20.94585
"850",2013-08-24,24.67643
"851",2013-08-25,25.39869
"852",2013-08-26,27.63996
"853",2013-08-27,27.48118
"854",2013-08-28,23.9109
"855",2013-08-29,26.32126
"856",2013-08-30,27.88831
"857",2013-08-31,29.43501
"858",2013-09-01,29.48818
"859",2013-09-02,29.11949
"860",2013-09-03,26.66447
"861",2013-09-04,24.58361
"862",2013-09-05,26.69378
"863",2013-09-06,21.48643
"864",2013-09-07,25.12917
"865",2013-09-08,28.70054
"866",2013-09-09,23.19184
"867",2013-09-10,30.6043
"868",2013-09-11,31.03517
"869",2013-09-12,30.05346
"870",2013-09-13,23.01599
"871",2013-09-14,17.25966
"872",2013-09-15,22.0322
"873",2013-09-16,18.64513
"874",2013-09-17,17.69384
"875",2013-09-18,19.09633
"876",2013-09-19,21.66693
"877",2013-09-20,24.10063
"878",2013-09-21,19.53765
"879",2013-09-22,19.22418
"880",2013-09-23,17.02024
"881",2013-09-24,19.72381
"882",2013-09-25,21.44906
"883",2013-09-26,22.36724
"884",2013-09-27,20.6944
"885",2013-09-28,17.57159
"886",2013-09-29,20.44794
"887",2013-09-30,22.17025
"888",2013-10-01,25.40824
"889",2013-10-02,27.37329
"890",2013-10-03,25.99615
"891",2013-10-04,28.10165
"892",2013-10-05,28.68955
"893",2013-10-06,29.05557
"894",2013-10-07,21.83743
"895",2013-10-08,17.96439
"896",2013-10-09,13.93368
"897",2013-10-10,12.17732
"898",2013-10-11,14.9205
"899",2013-10-12,16.90639
"900",2013-10-13,15.24667
"901",2013-10-14,18.37831
"902",2013-10-15,19.83027
"903",2013-10-16,20.38031
"904",2013-10-17,22.24398
"905",2013-10-18,17.82924
"906",2013-10-19,16.38521
"907",2013-10-20,15.25009
"908",2013-10-21,18.32593
"909",2013-10-22,16.73725
"910",2013-10-23,10.99088
"911",2013-10-24,10.16127
"912",2013-10-25,11.08633
"913",2013-10-26,12.5996
"914",2013-10-27,15.09193
"915",2013-10-28,16.64831
"916",2013-10-29,16.52632
"917",2013-10-30,20.10617
"918",2013-10-31,19.00676
"919",2013-11-01,23.65417
"920",2013-11-02,17.63518
"921",2013-11-03,12.70124
"922",2013-11-04,6.675107
"923",2013-11-05,11.10787
"924",2013-11-06,19.12548
"925",2013-11-07,14.81514
"926",2013-11-08,9.496988
"927",2013-11-09,11.58114
"928",2013-11-10,16.87233
"929",2013-11-11,13.5622
"930",2013-11-12,8.02564
"931",2013-11-13,4.885312
