"sites.sitename","Date","climvar.val","climvar.class","month"
"Barro Colorado Island",1933-12-01,353.822,"pre",12
"Barro Colorado Island",1934-01-01,38.608,"pre",1
"Barro Colorado Island",1934-02-01,19.05,"pre",2
"Barro Colorado Island",1934-03-01,146.304,"pre",3
"Barro Colorado Island",1934-04-01,46.482,"pre",4
"Barro Colorado Island",1934-05-01,305.816,"pre",5
"Barro Colorado Island",1934-06-01,229.108,"pre",6
"Barro Colorado Island",1934-07-01,268.986,"pre",7
"Barro Colorado Island",1934-08-01,310.388,"pre",8
"Barro Colorado Island",1934-09-01,506.99,"pre",9
"Barro Colorado Island",1934-10-01,347.98,"pre",10
"Barro Colorado Island",1934-11-01,499.872,"pre",11
"Barro Colorado Island",1934-12-01,389.89,"pre",12
"Barro Colorado Island",1935-01-01,42.164,"pre",1
"Barro Colorado Island",1935-02-01,150.114,"pre",2
"Barro Colorado Island",1935-03-01,12.954,"pre",3
"Barro Colorado Island",1935-04-01,93.726,"pre",4
"Barro Colorado Island",1935-05-01,256.794,"pre",5
"Barro Colorado Island",1935-06-01,302.26,"pre",6
"Barro Colorado Island",1935-07-01,725.928,"pre",7
"Barro Colorado Island",1935-08-01,209.296,"pre",8
"Barro Colorado Island",1935-09-01,230.886,"pre",9
"Barro Colorado Island",1935-10-01,219.456,"pre",10
"Barro Colorado Island",1935-11-01,1056.128,"pre",11
"Barro Colorado Island",1935-12-01,342.898,"pre",12
"Barro Colorado Island",1936-01-01,19.304,"pre",1
"Barro Colorado Island",1936-02-01,5.334,"pre",2
"Barro Colorado Island",1936-03-01,41.656,"pre",3
"Barro Colorado Island",1936-04-01,57.404,"pre",4
"Barro Colorado Island",1936-05-01,294.894,"pre",5
"Barro Colorado Island",1936-06-01,137.922,"pre",6
"Barro Colorado Island",1936-07-01,269.494,"pre",7
"Barro Colorado Island",1936-08-01,344.17,"pre",8
"Barro Colorado Island",1936-09-01,326.898,"pre",9
"Barro Colorado Island",1936-10-01,504.19,"pre",10
"Barro Colorado Island",1936-11-01,299.466,"pre",11
"Barro Colorado Island",1936-12-01,83.566,"pre",12
"Barro Colorado Island",1937-01-01,62.484,"pre",1
"Barro Colorado Island",1937-02-01,5.08,"pre",2
"Barro Colorado Island",1937-03-01,4.826,"pre",3
"Barro Colorado Island",1937-04-01,27.432,"pre",4
"Barro Colorado Island",1937-05-01,323.85,"pre",5
"Barro Colorado Island",1937-06-01,261.874,"pre",6
"Barro Colorado Island",1937-07-01,211.328,"pre",7
"Barro Colorado Island",1937-08-01,491.234,"pre",8
"Barro Colorado Island",1937-09-01,251.714,"pre",9
"Barro Colorado Island",1937-10-01,312.674,"pre",10
"Barro Colorado Island",1937-11-01,471.678,"pre",11
"Barro Colorado Island",1937-12-01,712.726,"pre",12
"Barro Colorado Island",1938-01-01,56.896,"pre",1
"Barro Colorado Island",1938-02-01,29.21,"pre",2
"Barro Colorado Island",1938-03-01,36.322,"pre",3
"Barro Colorado Island",1938-04-01,84.582,"pre",4
"Barro Colorado Island",1938-05-01,424.434,"pre",5
"Barro Colorado Island",1938-06-01,490.474,"pre",6
"Barro Colorado Island",1938-07-01,263.144,"pre",7
"Barro Colorado Island",1938-08-01,355.854,"pre",8
"Barro Colorado Island",1938-09-01,154.178,"pre",9
"Barro Colorado Island",1938-10-01,349.25,"pre",10
"Barro Colorado Island",1938-11-01,243.84,"pre",11
"Barro Colorado Island",1938-12-01,480.822,"pre",12
"Barro Colorado Island",1939-01-01,11.684,"pre",1
"Barro Colorado Island",1939-02-01,2.032,"pre",2
"Barro Colorado Island",1939-03-01,9.652,"pre",3
"Barro Colorado Island",1939-04-01,17.272,"pre",4
"Barro Colorado Island",1939-05-01,78.486,"pre",5
"Barro Colorado Island",1939-06-01,340.356,"pre",6
"Barro Colorado Island",1939-07-01,230.378,"pre",7
"Barro Colorado Island",1939-08-01,240.03,"pre",8
"Barro Colorado Island",1939-09-01,383.286,"pre",9
"Barro Colorado Island",1939-10-01,398.018,"pre",10
"Barro Colorado Island",1939-11-01,924.306,"pre",11
"Barro Colorado Island",1939-12-01,297.434,"pre",12
"Barro Colorado Island",1940-01-01,116.84,"pre",1
"Barro Colorado Island",1940-02-01,64.77,"pre",2
"Barro Colorado Island",1940-03-01,38.1,"pre",3
"Barro Colorado Island",1940-04-01,8.382,"pre",4
"Barro Colorado Island",1940-05-01,231.648,"pre",5
"Barro Colorado Island",1940-06-01,315.722,"pre",6
"Barro Colorado Island",1940-07-01,140.208,"pre",7
"Barro Colorado Island",1940-08-01,296.164,"pre",8
"Barro Colorado Island",1940-09-01,273.558,"pre",9
"Barro Colorado Island",1940-10-01,413.004,"pre",10
"Barro Colorado Island",1940-11-01,241.554,"pre",11
"Barro Colorado Island",1940-12-01,55.88,"pre",12
"Barro Colorado Island",1941-01-01,59.436,"pre",1
"Barro Colorado Island",1941-02-01,75.184,"pre",2
"Barro Colorado Island",1941-03-01,23.876,"pre",3
"Barro Colorado Island",1941-04-01,12.7,"pre",4
"Barro Colorado Island",1941-05-01,203.708,"pre",5
"Barro Colorado Island",1941-06-01,218.44,"pre",6
"Barro Colorado Island",1941-07-01,300.736,"pre",7
"Barro Colorado Island",1941-08-01,305.816,"pre",8
"Barro Colorado Island",1941-09-01,185.166,"pre",9
"Barro Colorado Island",1941-10-01,441.198,"pre",10
"Barro Colorado Island",1941-11-01,394.208,"pre",11
"Barro Colorado Island",1941-12-01,111.76,"pre",12
"Barro Colorado Island",1942-01-01,71.12,"pre",1
"Barro Colorado Island",1942-02-01,40.132,"pre",2
"Barro Colorado Island",1942-03-01,69.088,"pre",3
"Barro Colorado Island",1942-04-01,114.046,"pre",4
"Barro Colorado Island",1942-05-01,279.654,"pre",5
"Barro Colorado Island",1942-06-01,161.29,"pre",6
"Barro Colorado Island",1942-07-01,226.314,"pre",7
"Barro Colorado Island",1942-08-01,289.814,"pre",8
"Barro Colorado Island",1942-09-01,351.028,"pre",9
"Barro Colorado Island",1942-10-01,475.488,"pre",10
"Barro Colorado Island",1942-11-01,207.772,"pre",11
"Barro Colorado Island",1942-12-01,531.11,"pre",12
"Barro Colorado Island",1943-01-01,49.022,"pre",1
"Barro Colorado Island",1943-02-01,44.196,"pre",2
"Barro Colorado Island",1943-03-01,56.134,"pre",3
"Barro Colorado Island",1943-04-01,72.898,"pre",4
"Barro Colorado Island",1943-05-01,372.364,"pre",5
"Barro Colorado Island",1943-06-01,361.946,"pre",6
"Barro Colorado Island",1943-07-01,268.986,"pre",7
"Barro Colorado Island",1943-08-01,389.892,"pre",8
"Barro Colorado Island",1943-09-01,263.906,"pre",9
"Barro Colorado Island",1943-10-01,258.318,"pre",10
"Barro Colorado Island",1943-11-01,547.116,"pre",11
"Barro Colorado Island",1943-12-01,370.586,"pre",12
"Barro Colorado Island",1944-01-01,57.912,"pre",1
"Barro Colorado Island",1944-02-01,19.05,"pre",2
"Barro Colorado Island",1944-03-01,11.43,"pre",3
"Barro Colorado Island",1944-04-01,164.084,"pre",4
"Barro Colorado Island",1944-05-01,403.352,"pre",5
"Barro Colorado Island",1944-06-01,261.112,"pre",6
"Barro Colorado Island",1944-07-01,188.722,"pre",7
"Barro Colorado Island",1944-08-01,544.576,"pre",8
"Barro Colorado Island",1944-09-01,185.674,"pre",9
"Barro Colorado Island",1944-10-01,435.102,"pre",10
"Barro Colorado Island",1944-11-01,178.054,"pre",11
"Barro Colorado Island",1944-12-01,389.634,"pre",12
"Barro Colorado Island",1945-01-01,73.406,"pre",1
"Barro Colorado Island",1945-02-01,17.018,"pre",2
"Barro Colorado Island",1945-03-01,6.858,"pre",3
"Barro Colorado Island",1945-04-01,40.386,"pre",4
"Barro Colorado Island",1945-05-01,344.424,"pre",5
"Barro Colorado Island",1945-06-01,258.318,"pre",6
"Barro Colorado Island",1945-07-01,352.298,"pre",7
"Barro Colorado Island",1945-08-01,312.928,"pre",8
"Barro Colorado Island",1945-09-01,255.778,"pre",9
"Barro Colorado Island",1945-10-01,254.508,"pre",10
"Barro Colorado Island",1945-11-01,523.24,"pre",11
"Barro Colorado Island",1945-12-01,619.762,"pre",12
"Barro Colorado Island",1946-01-01,11.43,"pre",1
"Barro Colorado Island",1946-02-01,8.128,"pre",2
"Barro Colorado Island",1946-03-01,43.434,"pre",3
"Barro Colorado Island",1946-04-01,35.814,"pre",4
"Barro Colorado Island",1946-05-01,204.47,"pre",5
"Barro Colorado Island",1946-06-01,201.676,"pre",6
"Barro Colorado Island",1946-07-01,314.452,"pre",7
"Barro Colorado Island",1946-08-01,266.7,"pre",8
"Barro Colorado Island",1946-09-01,280.162,"pre",9
"Barro Colorado Island",1946-10-01,228.6,"pre",10
"Barro Colorado Island",1946-11-01,380.492,"pre",11
"Barro Colorado Island",1946-12-01,245.618,"pre",12
"Barro Colorado Island",1947-01-01,10.16,"pre",1
"Barro Colorado Island",1947-02-01,54.356,"pre",2
"Barro Colorado Island",1947-03-01,13.716,"pre",3
"Barro Colorado Island",1947-04-01,78.486,"pre",4
"Barro Colorado Island",1947-05-01,122.428,"pre",5
"Barro Colorado Island",1947-06-01,306.324,"pre",6
"Barro Colorado Island",1947-07-01,191.262,"pre",7
"Barro Colorado Island",1947-08-01,297.942,"pre",8
"Barro Colorado Island",1947-09-01,242.062,"pre",9
"Barro Colorado Island",1947-10-01,334.518,"pre",10
"Barro Colorado Island",1947-11-01,183.896,"pre",11
"Barro Colorado Island",1947-12-01,143.002,"pre",12
"Barro Colorado Island",1948-01-01,46.736,"pre",1
"Barro Colorado Island",1948-02-01,4.826,"pre",2
"Barro Colorado Island",1948-03-01,4.318,"pre",3
"Barro Colorado Island",1948-04-01,73.914,"pre",4
"Barro Colorado Island",1948-05-01,274.32,"pre",5
"Barro Colorado Island",1948-06-01,160.528,"pre",6
"Barro Colorado Island",1948-07-01,285.75,"pre",7
"Barro Colorado Island",1948-08-01,265.684,"pre",8
"Barro Colorado Island",1948-09-01,170.688,"pre",9
"Barro Colorado Island",1948-10-01,272.796,"pre",10
"Barro Colorado Island",1948-11-01,516.382,"pre",11
"Barro Colorado Island",1948-12-01,29.718,"pre",12
"Barro Colorado Island",1949-01-01,17.78,"pre",1
"Barro Colorado Island",1949-02-01,1.778,"pre",2
"Barro Colorado Island",1949-03-01,2.794,"pre",3
"Barro Colorado Island",1949-04-01,22.86,"pre",4
"Barro Colorado Island",1949-05-01,302.768,"pre",5
"Barro Colorado Island",1949-06-01,395.478,"pre",6
"Barro Colorado Island",1949-07-01,339.852,"pre",7
"Barro Colorado Island",1949-08-01,253.746,"pre",8
"Barro Colorado Island",1949-09-01,180.594,"pre",9
"Barro Colorado Island",1949-10-01,367.03,"pre",10
"Barro Colorado Island",1949-11-01,832.1,"pre",11
"Barro Colorado Island",1949-12-01,199.39,"pre",12
"Barro Colorado Island",1950-01-01,5.08,"pre",1
"Barro Colorado Island",1950-02-01,47.498,"pre",2
"Barro Colorado Island",1950-03-01,12.192,"pre",3
"Barro Colorado Island",1950-04-01,69.342,"pre",4
"Barro Colorado Island",1950-05-01,199.644,"pre",5
"Barro Colorado Island",1950-06-01,372.364,"pre",6
"Barro Colorado Island",1950-07-01,314.198,"pre",7
"Barro Colorado Island",1950-08-01,291.592,"pre",8
"Barro Colorado Island",1950-09-01,182.88,"pre",9
"Barro Colorado Island",1950-10-01,356.108,"pre",10
"Barro Colorado Island",1950-11-01,614.168,"pre",11
"Barro Colorado Island",1950-12-01,443.23,"pre",12
"Barro Colorado Island",1951-01-01,56.134,"pre",1
"Barro Colorado Island",1951-02-01,95.504,"pre",2
"Barro Colorado Island",1951-03-01,7.62,"pre",3
"Barro Colorado Island",1951-04-01,216.662,"pre",4
"Barro Colorado Island",1951-05-01,309.626,"pre",5
"Barro Colorado Island",1951-06-01,277.876,"pre",6
"Barro Colorado Island",1951-07-01,137.16,"pre",7
"Barro Colorado Island",1951-08-01,286.766,"pre",8
"Barro Colorado Island",1951-09-01,244.348,"pre",9
"Barro Colorado Island",1951-10-01,493.524,"pre",10
"Barro Colorado Island",1951-11-01,406.4,"pre",11
"Barro Colorado Island",1951-12-01,332.234,"pre",12
"Barro Colorado Island",1952-01-01,60.96,"pre",1
"Barro Colorado Island",1952-02-01,9.906,"pre",2
"Barro Colorado Island",1952-03-01,2.794,"pre",3
"Barro Colorado Island",1952-04-01,138.43,"pre",4
"Barro Colorado Island",1952-05-01,314.452,"pre",5
"Barro Colorado Island",1952-06-01,298.704,"pre",6
"Barro Colorado Island",1952-07-01,152.654,"pre",7
"Barro Colorado Island",1952-08-01,231.394,"pre",8
"Barro Colorado Island",1952-09-01,282.702,"pre",9
"Barro Colorado Island",1952-10-01,432.058,"pre",10
"Barro Colorado Island",1952-11-01,241.3,"pre",11
"Barro Colorado Island",1952-12-01,316.23,"pre",12
"Barro Colorado Island",1953-01-01,109.22,"pre",1
"Barro Colorado Island",1953-02-01,17.526,"pre",2
"Barro Colorado Island",1953-03-01,31.75,"pre",3
"Barro Colorado Island",1953-04-01,168.656,"pre",4
"Barro Colorado Island",1953-05-01,233.934,"pre",5
"Barro Colorado Island",1953-06-01,66.802,"pre",6
"Barro Colorado Island",1953-07-01,404.622,"pre",7
"Barro Colorado Island",1953-08-01,396.24,"pre",8
"Barro Colorado Island",1953-09-01,144.78,"pre",9
"Barro Colorado Island",1953-10-01,464.058,"pre",10
"Barro Colorado Island",1953-11-01,489.714,"pre",11
"Barro Colorado Island",1953-12-01,110.236,"pre",12
"Barro Colorado Island",1954-01-01,31.496,"pre",1
"Barro Colorado Island",1954-02-01,32.766,"pre",2
"Barro Colorado Island",1954-03-01,5.334,"pre",3
"Barro Colorado Island",1954-04-01,78.74,"pre",4
"Barro Colorado Island",1954-05-01,281.686,"pre",5
"Barro Colorado Island",1954-06-01,403.724,"pre",6
"Barro Colorado Island",1954-07-01,382.27,"pre",7
"Barro Colorado Island",1954-08-01,328.168,"pre",8
"Barro Colorado Island",1954-09-01,284.226,"pre",9
"Barro Colorado Island",1954-10-01,333.756,"pre",10
"Barro Colorado Island",1954-11-01,435.358,"pre",11
"Barro Colorado Island",1954-12-01,184.15,"pre",12
"Barro Colorado Island",1955-01-01,229.868,"pre",1
"Barro Colorado Island",1955-02-01,11.684,"pre",2
"Barro Colorado Island",1955-03-01,22.86,"pre",3
"Barro Colorado Island",1955-04-01,10.668,"pre",4
"Barro Colorado Island",1955-05-01,268.732,"pre",5
"Barro Colorado Island",1955-06-01,343.916,"pre",6
"Barro Colorado Island",1955-07-01,291.846,"pre",7
"Barro Colorado Island",1955-08-01,288.544,"pre",8
"Barro Colorado Island",1955-09-01,235.458,"pre",9
"Barro Colorado Island",1955-10-01,414.786,"pre",10
"Barro Colorado Island",1955-11-01,468.884,"pre",11
"Barro Colorado Island",1955-12-01,323.088,"pre",12
"Barro Colorado Island",1956-01-01,141.478,"pre",1
"Barro Colorado Island",1956-02-01,53.594,"pre",2
"Barro Colorado Island",1956-03-01,56.896,"pre",3
"Barro Colorado Island",1956-04-01,66.294,"pre",4
"Barro Colorado Island",1956-05-01,420.37,"pre",5
"Barro Colorado Island",1956-06-01,175.26,"pre",6
"Barro Colorado Island",1956-07-01,496.57,"pre",7
"Barro Colorado Island",1956-08-01,240.792,"pre",8
"Barro Colorado Island",1956-09-01,286.258,"pre",9
"Barro Colorado Island",1956-10-01,473.456,"pre",10
"Barro Colorado Island",1956-11-01,148.596,"pre",11
"Barro Colorado Island",1956-12-01,172.974,"pre",12
"Barro Colorado Island",1957-01-01,14.224,"pre",1
"Barro Colorado Island",1957-02-01,14.478,"pre",2
"Barro Colorado Island",1957-03-01,0.508,"pre",3
"Barro Colorado Island",1957-04-01,1.27,"pre",4
"Barro Colorado Island",1957-05-01,161.798,"pre",5
"Barro Colorado Island",1957-06-01,151.638,"pre",6
"Barro Colorado Island",1957-07-01,275.844,"pre",7
"Barro Colorado Island",1957-08-01,549.144,"pre",8
"Barro Colorado Island",1957-09-01,314.96,"pre",9
"Barro Colorado Island",1957-10-01,437.392,"pre",10
"Barro Colorado Island",1957-11-01,4.572,"pre",11
"Barro Colorado Island",1957-12-01,103.886,"pre",12
"Barro Colorado Island",1958-01-01,108.204,"pre",1
"Barro Colorado Island",1958-02-01,186.434,"pre",2
"Barro Colorado Island",1958-03-01,75.692,"pre",3
"Barro Colorado Island",1958-04-01,120.142,"pre",4
"Barro Colorado Island",1958-05-01,310.388,"pre",5
"Barro Colorado Island",1958-06-01,225.806,"pre",6
"Barro Colorado Island",1958-07-01,242.316,"pre",7
"Barro Colorado Island",1958-08-01,313.69,"pre",8
"Barro Colorado Island",1958-09-01,270.256,"pre",9
"Barro Colorado Island",1958-10-01,391.668,"pre",10
"Barro Colorado Island",1958-11-01,181.864,"pre",11
"Barro Colorado Island",1958-12-01,118.618,"pre",12
"Barro Colorado Island",1959-01-01,8.128,"pre",1
"Barro Colorado Island",1959-02-01,0.508,"pre",2
"Barro Colorado Island",1959-03-01,2.794,"pre",3
"Barro Colorado Island",1959-04-01,33.782,"pre",4
"Barro Colorado Island",1959-05-01,147.126,"pre",5
"Barro Colorado Island",1959-06-01,210.566,"pre",6
"Barro Colorado Island",1959-07-01,225.044,"pre",7
"Barro Colorado Island",1959-08-01,218.948,"pre",8
"Barro Colorado Island",1959-09-01,373.126,"pre",9
"Barro Colorado Island",1959-10-01,229.362,"pre",10
"Barro Colorado Island",1959-11-01,257.048,"pre",11
"Barro Colorado Island",1959-12-01,613.16,"pre",12
"Barro Colorado Island",1960-01-01,75.184,"pre",1
"Barro Colorado Island",1960-02-01,23.622,"pre",2
"Barro Colorado Island",1960-03-01,72.82,"pre",3
"Barro Colorado Island",1960-04-01,463.804,"pre",4
"Barro Colorado Island",1960-05-01,394.462,"pre",5
"Barro Colorado Island",1960-06-01,292.862,"pre",6
"Barro Colorado Island",1960-07-01,291.084,"pre",7
"Barro Colorado Island",1960-08-01,178.054,"pre",8
"Barro Colorado Island",1960-09-01,235.966,"pre",9
"Barro Colorado Island",1960-10-01,487.172,"pre",10
"Barro Colorado Island",1960-11-01,419.354,"pre",11
"Barro Colorado Island",1960-12-01,567.69,"pre",12
"Barro Colorado Island",1961-01-01,31.242,"pre",1
"Barro Colorado Island",1961-02-01,6.096,"pre",2
"Barro Colorado Island",1961-03-01,18.034,"pre",3
"Barro Colorado Island",1961-04-01,138.43,"pre",4
"Barro Colorado Island",1961-05-01,199.644,"pre",5
"Barro Colorado Island",1961-06-01,271.78,"pre",6
"Barro Colorado Island",1961-07-01,176.784,"pre",7
"Barro Colorado Island",1961-08-01,501.142,"pre",8
"Barro Colorado Island",1961-09-01,338.582,"pre",9
"Barro Colorado Island",1961-10-01,437.388,"pre",10
"Barro Colorado Island",1961-11-01,275.336,"pre",11
"Barro Colorado Island",1961-12-01,151.13,"pre",12
"Barro Colorado Island",1962-01-01,47.244,"pre",1
"Barro Colorado Island",1962-02-01,17.018,"pre",2
"Barro Colorado Island",1962-03-01,0,"pre",3
"Barro Colorado Island",1962-04-01,0,"pre",4
"Barro Colorado Island",1962-05-01,326.136,"pre",5
"Barro Colorado Island",1962-06-01,257.302,"pre",6
"Barro Colorado Island",1962-07-01,336.804,"pre",7
"Barro Colorado Island",1962-08-01,335.534,"pre",8
"Barro Colorado Island",1962-09-01,344.33,"pre",9
"Barro Colorado Island",1962-10-01,2.13,"pre",10
"Barro Colorado Island",1962-11-01,351.028,"pre",11
"Barro Colorado Island",1962-12-01,274.574,"pre",12
"Barro Colorado Island",1963-01-01,201.676,"pre",1
"Barro Colorado Island",1963-02-01,79.756,"pre",2
"Barro Colorado Island",1963-03-01,41.91,"pre",3
"Barro Colorado Island",1963-04-01,162.052,"pre",4
"Barro Colorado Island",1963-05-01,230.632,"pre",5
"Barro Colorado Island",1963-06-01,151.384,"pre",6
"Barro Colorado Island",1963-07-01,325.882,"pre",7
"Barro Colorado Island",1963-08-01,479.298,"pre",8
"Barro Colorado Island",1963-09-01,204.724,"pre",9
"Barro Colorado Island",1963-10-01,258.826,"pre",10
"Barro Colorado Island",1963-11-01,548.64,"pre",11
"Barro Colorado Island",1963-12-01,82.296,"pre",12
"Barro Colorado Island",1964-01-01,5.588,"pre",1
"Barro Colorado Island",1964-02-01,6.35,"pre",2
"Barro Colorado Island",1964-03-01,5.334,"pre",3
"Barro Colorado Island",1964-04-01,115.824,"pre",4
"Barro Colorado Island",1964-05-01,401.828,"pre",5
"Barro Colorado Island",1964-06-01,488.952,"pre",6
"Barro Colorado Island",1964-07-01,441.706,"pre",7
"Barro Colorado Island",1964-08-01,217.424,"pre",8
"Barro Colorado Island",1964-09-01,289.814,"pre",9
"Barro Colorado Island",1964-10-01,428.498,"pre",10
"Barro Colorado Island",1964-11-01,407.416,"pre",11
"Barro Colorado Island",1964-12-01,66.548,"pre",12
"Barro Colorado Island",1965-01-01,70.612,"pre",1
"Barro Colorado Island",1965-02-01,6.604,"pre",2
"Barro Colorado Island",1965-03-01,5.334,"pre",3
"Barro Colorado Island",1965-04-01,27.432,"pre",4
"Barro Colorado Island",1965-05-01,250.952,"pre",5
"Barro Colorado Island",1965-06-01,206.502,"pre",6
"Barro Colorado Island",1965-07-01,196.85,"pre",7
"Barro Colorado Island",1965-08-01,251.46,"pre",8
"Barro Colorado Island",1965-09-01,302.51,"pre",9
"Barro Colorado Island",1965-10-01,275.59,"pre",10
"Barro Colorado Island",1965-11-01,584.2,"pre",11
"Barro Colorado Island",1965-12-01,179.07,"pre",12
"Barro Colorado Island",1966-01-01,82.042,"pre",1
"Barro Colorado Island",1966-02-01,3.81,"pre",2
"Barro Colorado Island",1966-03-01,0,"pre",3
"Barro Colorado Island",1966-04-01,81.28,"pre",4
"Barro Colorado Island",1966-05-01,163.068,"pre",5
"Barro Colorado Island",1966-06-01,346.71,"pre",6
"Barro Colorado Island",1966-07-01,234.696,"pre",7
"Barro Colorado Island",1966-08-01,359.918,"pre",8
"Barro Colorado Island",1966-09-01,252.222,"pre",9
"Barro Colorado Island",1966-10-01,325.374,"pre",10
"Barro Colorado Island",1966-11-01,602.484,"pre",11
"Barro Colorado Island",1966-12-01,356.108,"pre",12
"Barro Colorado Island",1967-01-01,12.446,"pre",1
"Barro Colorado Island",1967-02-01,12.954,"pre",2
"Barro Colorado Island",1967-03-01,13.208,"pre",3
"Barro Colorado Island",1967-04-01,111.252,"pre",4
"Barro Colorado Island",1967-05-01,159.512,"pre",5
"Barro Colorado Island",1967-06-01,343.916,"pre",6
"Barro Colorado Island",1967-07-01,221.996,"pre",7
"Barro Colorado Island",1967-08-01,277.876,"pre",8
"Barro Colorado Island",1967-09-01,177.292,"pre",9
"Barro Colorado Island",1967-10-01,301.498,"pre",10
"Barro Colorado Island",1967-11-01,384.81,"pre",11
"Barro Colorado Island",1967-12-01,164.592,"pre",12
"Barro Colorado Island",1968-01-01,2.286,"pre",1
"Barro Colorado Island",1968-02-01,30.734,"pre",2
"Barro Colorado Island",1968-03-01,91.186,"pre",3
"Barro Colorado Island",1968-04-01,15.494,"pre",4
"Barro Colorado Island",1968-05-01,293.116,"pre",5
"Barro Colorado Island",1968-06-01,259.334,"pre",6
"Barro Colorado Island",1968-07-01,166.116,"pre",7
"Barro Colorado Island",1968-08-01,403.098,"pre",8
"Barro Colorado Island",1968-09-01,179.832,"pre",9
"Barro Colorado Island",1968-10-01,473.964,"pre",10
"Barro Colorado Island",1968-11-01,262.128,"pre",11
"Barro Colorado Island",1968-12-01,46.228,"pre",12
"Barro Colorado Island",1969-01-01,44.196,"pre",1
"Barro Colorado Island",1969-02-01,13.208,"pre",2
"Barro Colorado Island",1969-03-01,8.636,"pre",3
"Barro Colorado Island",1969-04-01,126.746,"pre",4
"Barro Colorado Island",1969-05-01,253.746,"pre",5
"Barro Colorado Island",1969-06-01,152.654,"pre",6
"Barro Colorado Island",1969-07-01,312.166,"pre",7
"Barro Colorado Island",1969-08-01,152.908,"pre",8
"Barro Colorado Island",1969-09-01,221.996,"pre",9
"Barro Colorado Island",1969-10-01,315.972,"pre",10
"Barro Colorado Island",1969-11-01,330.708,"pre",11
"Barro Colorado Island",1969-12-01,259.588,"pre",12
"Barro Colorado Island",1970-01-01,300.226,"pre",1
"Barro Colorado Island",1970-02-01,71.882,"pre",2
"Barro Colorado Island",1970-03-01,36.322,"pre",3
"Barro Colorado Island",1970-04-01,106.934,"pre",4
"Barro Colorado Island",1970-05-01,456.692,"pre",5
"Barro Colorado Island",1970-06-01,216.408,"pre",6
