"start_sites_sitename","start_Date","start_climvar.val","start_climvar.class","month","end_Date","rep.yrs","nyears","n.missing"
"Huai_Kha_Khaeng",1980,"0.100000001490116","pre",1,1982,3,3,0
"Huai_Kha_Khaeng",1958,"31.2000007629395","tmx",1,1960,3,3,0
"Huai_Kha_Khaeng",1931,"0.02","wet",1,1936,6,6,0
"Huai_Kha_Khaeng",1980,"0.02","wet",1,1982,3,3,0
"Barro_Colorado_Island",1901,"6.70000028610229","dtr",1,1941,41,41,0
"Barro_Colorado_Island",1991,"6.70000028610229","dtr",1,1997,7,7,0
"Barro_Colorado_Island",1999,"6.70000028610229","dtr",1,2003,5,5,0
"Barro_Colorado_Island",1901,"3.70000004768372","pet",1,1916,16,16,0
"Barro_Colorado_Island",1918,"3.70000004768372","pet",1,1922,5,5,0
"Barro_Colorado_Island",1928,"3.70000004768372","pet",1,1930,3,3,0
"Barro_Colorado_Island",1937,"3.70000004768372","pet",1,1939,3,3,0
"Barro_Colorado_Island",1961,"3.90000009536743","pet",1,1963,3,3,0
"Barro_Colorado_Island",1901,"70.0470613990129","pre",1,1925,25,25,0
"Barro_Colorado_Island",1901,"22","tmn",1,1915,15,15,0
"Barro_Colorado_Island",1918,"22","tmn",1,1922,5,5,0
"Barro_Colorado_Island",1977,"21.8999996185303","tmn",1,1979,3,3,0
"Barro_Colorado_Island",1901,"25.3000011444092","tmp",1,1915,15,15,0
"Barro_Colorado_Island",1918,"25.3000011444092","tmp",1,1922,5,5,0
"Barro_Colorado_Island",1901,"22","tmn",1,1915,15,15,0
"Barro_Colorado_Island",1918,"22","tmn",1,1922,5,5,0
"Barro_Colorado_Island",1977,"21.8999996185303","tmn",1,1979,3,3,0
"Barro_Colorado_Island",1901,"28.7000007629395","tmx",1,1915,15,15,0
"Barro_Colorado_Island",1918,"28.7000007629395","tmx",1,1922,5,5,0
"Barro_Colorado_Island",1901,"NaN","wet",1,2019,119,119,0
"Zofin",1955,"0.300000011920929","pet",1,1958,4,4,0
"Zofin",1974,"0.600000023841858","pet",1,1976,3,3,0
"Zofin",1980,"0.300000011920929","pet",1,1982,3,3,0
"Scotty_Creek",1982,"0.100000001490116","pet",1,1992,11,11,0
"Scotty_Creek",1996,"0.100000001490116","pet",1,2000,5,5,0
"Scotty_Creek",1935,"0.100000001490116","pet",1,1937,3,3,0
"Scotty_Creek",1978,"0.100000001490116","pet",1,1980,3,3,0
"Niobara",1974,"0.900000035762787","pet",1,1976,3,3,0
"Smithsonian_Environmental_Research_Center",1982,"1.70000004768372","pet",2,1985,4,4,0
"Smithsonian_Environmental_Research_Center",1967,"1.39999997615814","pet",2,1969,3,3,0
"Smithsonian_Environmental_Research_Center",1944,"-1.70000004768372","tmn",2,1946,3,3,0
"Smithsonian_Environmental_Research_Center",1944,"-1.70000004768372","tmn",2,1946,3,3,0
"Harvard_Forest",1961,"1","pet",2,1964,4,4,0
"Harvard_Forest",1918,"1","pet",2,1920,3,3,0
"Harvard_Forest",1940,"1","pet",2,1942,3,3,0
"Harvard_Forest",1997,"1.20000004768372","pet",2,1999,3,3,0
"Smithsonian_Conservation_Biology_Institute",1980,"1.60000002384186","pet",2,1983,4,4,0
"Lilly_Dickey_Woods",1980,"1","pet",2,1982,3,3,0
"Lilly_Dickey_Woods",1997,"1.30000007152557","pet",2,1999,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",2,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",2,2019,119,119,0
"Wind_River",1911,"0.800000011920929","pet",2,1914,4,4,0
"Wind_River",1943,"0.800000011920929","pet",2,1946,4,4,0
"Wind_River",1902,"0.699999988079071","pet",2,1904,3,3,0
"Wind_River",1938,"0.800000011920929","pet",2,1940,3,3,0
"Wind_River",1901,"NaN","wet",2,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",2,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",2,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",2,2019,119,119,0
"Huai_Kha_Khaeng",1901,"17.7000007629395","dtr",2,1936,36,36,0
"Huai_Kha_Khaeng",1907,"3.90000009536743","pet",2,1914,8,8,0
"Huai_Kha_Khaeng",1928,"3.90000009536743","pet",2,1931,4,4,0
"Huai_Kha_Khaeng",1938,"3.90000009536743","pet",2,1941,4,4,0
"Huai_Kha_Khaeng",1925,"3.79999995231628","pet",2,1927,3,3,0
"Huai_Kha_Khaeng",1956,"3.90000009536743","pet",2,1958,3,3,0
"Huai_Kha_Khaeng",1981,"3.90000009536743","pet",2,1983,3,3,0
"Huai_Kha_Khaeng",1904,"5.5","pre",2,1906,3,3,0
"Huai_Kha_Khaeng",1904,"0.870000005","wet",2,1906,3,3,0
"Barro_Colorado_Island",1901,"7.30000019073486","dtr",2,1941,41,41,0
"Barro_Colorado_Island",1997,"7.30000019073486","dtr",2,2002,6,6,0
"Barro_Colorado_Island",1991,"7.30000019073486","dtr",2,1995,5,5,0
"Barro_Colorado_Island",2004,"7.30000019073486","dtr",2,2007,4,4,0
"Barro_Colorado_Island",2013,"6.30000019073486","dtr",2,2015,3,3,0
"Barro_Colorado_Island",1901,"4.59999990463257","pet",2,1916,16,16,0
"Barro_Colorado_Island",1918,"4.59999990463257","pet",2,1924,7,7,0
"Barro_Colorado_Island",1928,"4.70000028610229","pet",2,1930,3,3,0
"Barro_Colorado_Island",2011,"4.59999990463257","pet",2,2013,3,3,0
"Barro_Colorado_Island",1901,"31.5392644314548","pre",2,1928,28,28,0
"Barro_Colorado_Island",1901,"22.2000007629395","tmn",2,1916,16,16,0
"Barro_Colorado_Island",1901,"25.8000011444092","tmp",2,1916,16,16,0
"Barro_Colorado_Island",1901,"22.2000007629395","tmn",2,1916,16,16,0
"Barro_Colorado_Island",1901,"29.5","tmx",2,1916,16,16,0
"Barro_Colorado_Island",1901,"NaN","wet",2,2019,119,119,0
"Zofin",1904,"0.699999988079071","pet",2,1906,3,3,0
"Zofin",1922,"0.400000005960464","pet",2,1924,3,3,0
"Zofin",1913,"2.20000004768372","tmx",2,1915,3,3,0
"Scotty_Creek",1909,"0.100000001490116","pet",2,1925,17,17,0
"Scotty_Creek",2001,"0.100000001490116","pet",2,2011,11,11,0
"Scotty_Creek",1973,"0.100000001490116","pet",2,1976,4,4,0
"Scotty_Creek",1981,"0.100000001490116","pet",2,1984,4,4,0
"Scotty_Creek",1901,"0.100000001490116","pet",2,1903,3,3,0
"Scotty_Creek",1927,"0.100000001490116","pet",2,1929,3,3,0
"Scotty_Creek",1940,"0.100000001490116","pet",2,1942,3,3,0
"Scotty_Creek",1947,"0.100000001490116","pet",2,1949,3,3,0
"Scotty_Creek",1958,"0.100000001490116","pet",2,1960,3,3,0
"Scotty_Creek",1990,"0.100000001490116","pet",2,1992,3,3,0
"Scotty_Creek",1994,"0.100000001490116","pet",2,1996,3,3,0
"Scotty_Creek",1917,"-26.3999996185303","tmp",2,1919,3,3,0
"Niobara",1980,"1.10000002384186","pet",2,1983,4,4,0
"Niobara",1940,"0.900000035762787","pet",2,1942,3,3,0
"Niobara",1947,"0.900000035762787","pet",2,1949,3,3,0
"Niobara",1984,"0.900000035762787","pet",2,1986,3,3,0
"Niobara",1996,"0.900000035762787","pet",2,1998,3,3,0
"Smithsonian_Environmental_Research_Center",1986,"2.79999995231628","pet",3,1988,3,3,0
"Harvard_Forest",1992,"1.60000002384186","pet",3,1994,3,3,0
"Smithsonian_Conservation_Biology_Institute",1985,"15.4000005722046","tmx",3,1987,3,3,0
"Lilly_Dickey_Woods",1990,"2.10000014305115","pet",3,1992,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",3,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",3,2019,119,119,0
"Wind_River",1942,"1.39999997615814","pet",3,1944,3,3,0
"Wind_River",1951,"1.20000004768372","pet",3,1953,3,3,0
"Wind_River",1960,"1.20000004768372","pet",3,1962,3,3,0
"Wind_River",1901,"NaN","wet",3,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",3,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",3,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",3,2019,119,119,0
"Huai_Kha_Khaeng",1901,"17.3000011444092","dtr",3,1936,36,36,0
"Huai_Kha_Khaeng",1904,"4.70000028610229","pet",3,1909,6,6,0
"Huai_Kha_Khaeng",1913,"4.70000028610229","pet",3,1916,4,4,0
"Huai_Kha_Khaeng",1939,"4.70000028610229","pet",3,1941,3,3,0
"Huai_Kha_Khaeng",1953,"4.80000019073486","pet",3,1955,3,3,0
"Huai_Kha_Khaeng",1926,"17.3999996185303","tmn",3,1928,3,3,0
"Huai_Kha_Khaeng",1926,"26","tmp",3,1928,3,3,0
"Huai_Kha_Khaeng",1926,"17.3999996185303","tmn",3,1928,3,3,0
"Huai_Kha_Khaeng",1926,"34.7000007629395","tmx",3,1928,3,3,0
"Barro_Colorado_Island",1901,"6.90000009536743","dtr",3,1941,41,41,0
"Barro_Colorado_Island",1991,"6.90000009536743","dtr",3,2002,12,12,0
"Barro_Colorado_Island",2004,"6.90000009536743","dtr",3,2008,5,5,0
"Barro_Colorado_Island",1901,"4.80000019073486","pet",3,1916,16,16,0
"Barro_Colorado_Island",1943,"4.70000028610229","pet",3,1946,4,4,0
"Barro_Colorado_Island",1921,"4.70000028610229","pet",3,1923,3,3,0
"Barro_Colorado_Island",1927,"4.70000028610229","pet",3,1929,3,3,0
"Barro_Colorado_Island",1938,"4.70000028610229","pet",3,1940,3,3,0
"Barro_Colorado_Island",1984,"4.70000028610229","pet",3,1986,3,3,0
"Barro_Colorado_Island",2003,"4.80000019073486","pet",3,2005,3,3,0
"Barro_Colorado_Island",2014,"4.80000019073486","pet",3,2016,3,3,0
"Barro_Colorado_Island",1901,"36.1027758873376","pre",3,1928,28,28,0
"Barro_Colorado_Island",1901,"23.3999996185303","tmn",3,1916,16,16,0
"Barro_Colorado_Island",1927,"23.3000011444092","tmn",3,1929,3,3,0
"Barro_Colorado_Island",1901,"26.8000011444092","tmp",3,1916,16,16,0
"Barro_Colorado_Island",1927,"26.7000007629395","tmp",3,1929,3,3,0
"Barro_Colorado_Island",1901,"23.3999996185303","tmn",3,1916,16,16,0
"Barro_Colorado_Island",1927,"23.3000011444092","tmn",3,1929,3,3,0
"Barro_Colorado_Island",1901,"30.3000011444092","tmx",3,1916,16,16,0
"Barro_Colorado_Island",1927,"30.2000007629395","tmx",3,1929,3,3,0
"Barro_Colorado_Island",1901,"NaN","wet",3,2019,119,119,0
"Zofin",1997,"8.5","dtr",3,1999,3,3,0
"Scotty_Creek",1938,"0.400000005960464","pet",3,1943,6,6,0
"Scotty_Creek",1918,"0.300000011920929","pet",3,1921,4,4,0
"Scotty_Creek",1945,"0.400000005960464","pet",3,1948,4,4,0
"Scotty_Creek",1968,"0.400000005960464","pet",3,1971,4,4,0
"Scotty_Creek",1975,"0.400000005960464","pet",3,1978,4,4,0
"Scotty_Creek",1910,"0.400000005960464","pet",3,1912,3,3,0
"Scotty_Creek",1932,"0.400000005960464","pet",3,1934,3,3,0
"Scotty_Creek",1935,"0.300000011920929","pet",3,1937,3,3,0
"Scotty_Creek",1962,"0.200000002980232","pet",3,1964,3,3,0
"Scotty_Creek",1995,"0.300000011920929","pet",3,1997,3,3,0
"Smithsonian_Environmental_Research_Center",1918,"3.29999995231628","pet",4,1920,3,3,0
"Smithsonian_Environmental_Research_Center",1931,"3.40000009536743","pet",4,1933,3,3,0
"Smithsonian_Environmental_Research_Center",2014,"3.79999995231628","pet",4,2016,3,3,0
"Harvard_Forest",2013,"3.10000014305115","pet",4,2016,4,4,0
"Smithsonian_Conservation_Biology_Institute",1949,"3.40000009536743","pet",4,1953,5,5,0
"Smithsonian_Conservation_Biology_Institute",1997,"3.29999995231628","pet",4,1999,3,3,0
"Lilly_Dickey_Woods",1967,"3.29999995231628","pet",4,1969,3,3,0
"Lilly_Dickey_Woods",1989,"3","pet",4,1991,3,3,0
"Ordway-Swisher",1957,"4.09999990463257","pet",4,1959,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",4,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",4,2019,119,119,0
"Yosemite_National_Park",1907,"7.75913889840659","tmp",4,1909,3,3,0
"Wind_River",1901,"1.89999997615814","pet",4,1903,3,3,0
"Wind_River",1901,"NaN","wet",4,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",4,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",4,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",4,2019,119,119,0
"Huai_Kha_Khaeng",1901,"14.6999998092651","dtr",4,1936,36,36,0
"Huai_Kha_Khaeng",2013,"14.5","dtr",4,2015,3,3,0
"Huai_Kha_Khaeng",1912,"4.90000009536743","pet",4,1915,4,4,0
"Huai_Kha_Khaeng",1907,"4.90000009536743","pet",4,1909,3,3,0
"Huai_Kha_Khaeng",1932,"4.80000019073486","pet",4,1934,3,3,0
"Huai_Kha_Khaeng",1936,"4.90000009536743","pet",4,1938,3,3,0
"Huai_Kha_Khaeng",2007,"4.70000028610229","pet",4,2009,3,3,0
"Barro_Colorado_Island",1901,"6.90000009536743","dtr",4,1940,40,40,0
"Barro_Colorado_Island",1998,"6.90000009536743","dtr",4,2007,10,10,0
"Barro_Colorado_Island",1991,"6.90000009536743","dtr",4,1996,6,6,0
"Barro_Colorado_Island",1949,"6.90000009536743","dtr",4,1952,4,4,0
"Barro_Colorado_Island",1901,"4.70000028610229","pet",4,1915,15,15,0
"Barro_Colorado_Island",2007,"4.70000028610229","pet",4,2011,5,5,0
"Barro_Colorado_Island",1917,"4.70000028610229","pet",4,1920,4,4,0
"Barro_Colorado_Island",1961,"4.80000019073486","pet",4,1963,3,3,0
"Barro_Colorado_Island",1964,"4.90000009536743","pet",4,1966,3,3,0
"Barro_Colorado_Island",1968,"4.70000028610229","pet",4,1970,3,3,0
"Barro_Colorado_Island",1988,"4.59999990463257","pet",4,1990,3,3,0
"Barro_Colorado_Island",1993,"4.80000019073486","pet",4,1995,3,3,0
"Barro_Colorado_Island",1901,"97.3020109168717","pre",4,1925,25,25,0
"Barro_Colorado_Island",1901,"24","tmn",4,1915,15,15,0
"Barro_Colorado_Island",1901,"27.3999996185303","tmp",4,1915,15,15,0
"Barro_Colorado_Island",1901,"24","tmn",4,1915,15,15,0
"Barro_Colorado_Island",1901,"30.8999996185303","tmx",4,1915,15,15,0
"Barro_Colorado_Island",1901,"NaN","wet",4,2019,119,119,0
"Scotty_Creek",1939,"1.80000007152557","pet",4,1941,3,3,0
"Harvard_Forest",1960,"3.40000009536743","pet",5,1962,3,3,0
"Harvard_Forest",1980,"4.09999990463257","pet",5,1982,3,3,0
"Harvard_Forest",1985,"3.90000009536743","pet",5,1987,3,3,0
"Smithsonian_Conservation_Biology_Institute",1964,"15.1999998092651","dtr",5,1966,3,3,0
"Smithsonian_Conservation_Biology_Institute",1999,"3.90000009536743","pet",5,2001,3,3,0
"Ordway-Swisher",1912,"4.5","pet",5,1916,5,5,0
"Ordway-Swisher",1930,"4.70000028610229","pet",5,1932,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",5,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",5,2019,119,119,0
"Wind_River",1934,"3.40000009536743","pet",5,1936,3,3,0
"Wind_River",1901,"NaN","wet",5,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",5,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",5,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",5,2019,119,119,0
"Huai_Kha_Khaeng",1901,"10.9000005722046","dtr",5,1936,36,36,0
"Huai_Kha_Khaeng",1907,"3.5","pet",5,1911,5,5,0
"Huai_Kha_Khaeng",1913,"3.5","pet",5,1917,5,5,0
"Huai_Kha_Khaeng",2000,"21.3999996185303","tmn",5,2002,3,3,0
"Huai_Kha_Khaeng",2000,"21.3999996185303","tmn",5,2002,3,3,0
"Barro_Colorado_Island",1901,"6.59999990463257","dtr",5,1940,40,40,0
"Barro_Colorado_Island",1992,"6.59999990463257","dtr",5,1997,6,6,0
"Barro_Colorado_Island",1949,"6.59999990463257","dtr",5,1952,4,4,0
"Barro_Colorado_Island",1999,"6.59999990463257","dtr",5,2002,4,4,0
"Barro_Colorado_Island",1946,"6.80000019073486","dtr",5,1948,3,3,0
"Barro_Colorado_Island",1901,"3.60000014305115","pet",5,1914,14,14,0
"Barro_Colorado_Island",1928,"3.60000014305115","pet",5,1931,4,4,0
"Barro_Colorado_Island",1974,"3.5","pet",5,1977,4,4,0
"Barro_Colorado_Island",2009,"3.70000004768372","pet",5,2012,4,4,0
"Barro_Colorado_Island",1957,"3.90000009536743","pet",5,1959,3,3,0
"Barro_Colorado_Island",1965,"3.70000004768372","pet",5,1967,3,3,0
"Barro_Colorado_Island",1901,"276.69015264969","pre",5,1925,25,25,0
"Barro_Colorado_Island",1901,"23.6000003814697","tmn",5,1914,14,14,0
"Barro_Colorado_Island",1901,"26.8999996185303","tmp",5,1914,14,14,0
"Barro_Colorado_Island",1901,"23.6000003814697","tmn",5,1914,14,14,0
"Barro_Colorado_Island",1901,"30.2000007629395","tmx",5,1914,14,14,0
"Barro_Colorado_Island",1974,"29.5","tmx",5,1976,3,3,0
"Barro_Colorado_Island",1901,"NaN","wet",5,2019,119,119,0
"Zofin",1912,"2.90000009536743","pet",5,1914,3,3,0
"Scotty_Creek",2016,"3.40000009536743","pet",5,2018,3,3,0
"Harvard_Forest",2017,"4.30000019073486","pet",6,2019,3,3,0
"Smithsonian_Conservation_Biology_Institute",2016,"29.3999996185303","tmx",6,2018,3,3,0
"Lilly_Dickey_Woods",2009,"4.5","pet",6,2011,3,3,0
"Ordway-Swisher",1939,"4.40000009536743","pet",6,1941,3,3,0
"Ordway-Swisher",1954,"4.80000019073486","pet",6,1956,3,3,0
"Ordway-Swisher",1986,"4.59999990463257","pet",6,1988,3,3,0
"Ordway-Swisher",1995,"4.30000019073486","pet",6,1997,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",6,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",6,2019,119,119,0
"Wind_River",2010,"3.20000004768372","pet",6,2012,3,3,0
"Wind_River",1901,"NaN","wet",6,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",6,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",6,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",6,2019,119,119,0
"Huai_Kha_Khaeng",1901,"8.10000038146973","dtr",6,1936,36,36,0
"Huai_Kha_Khaeng",1908,"2.79999995231628","pet",6,1911,4,4,0
"Huai_Kha_Khaeng",1913,"2.79999995231628","pet",6,1916,4,4,0
"Huai_Kha_Khaeng",1987,"2.79999995231628","pet",6,1990,4,4,0
"Huai_Kha_Khaeng",1901,"2.90000009536743","pet",6,1903,3,3,0
"Huai_Kha_Khaeng",1905,"2.90000009536743","pet",6,1907,3,3,0
"Huai_Kha_Khaeng",1919,"2.79999995231628","pet",6,1921,3,3,0
"Huai_Kha_Khaeng",1922,"2.70000004768372","pet",6,1924,3,3,0
"Huai_Kha_Khaeng",1948,"2.90000009536743","pet",6,1950,3,3,0
"Huai_Kha_Khaeng",1956,"2.90000009536743","pet",6,1958,3,3,0
"Huai_Kha_Khaeng",1999,"25.7000007629395","tmp",6,2001,3,3,0
"Barro_Colorado_Island",1901,"6.30000019073486","dtr",6,1940,40,40,0
"Barro_Colorado_Island",1990,"6.30000019073486","dtr",6,1996,7,7,0
"Barro_Colorado_Island",1949,"6.30000019073486","dtr",6,1952,4,4,0
"Barro_Colorado_Island",1999,"6.30000019073486","dtr",6,2002,4,4,0
"Barro_Colorado_Island",2013,"6.09999990463257","dtr",6,2016,4,4,0
"Barro_Colorado_Island",1901,"3.40000009536743","pet",6,1916,16,16,0
"Barro_Colorado_Island",1934,"3.40000009536743","pet",6,1940,7,7,0
"Barro_Colorado_Island",2007,"3.40000009536743","pet",6,2010,4,4,0
"Barro_Colorado_Island",1927,"3.29999995231628","pet",6,1929,3,3,0
"Barro_Colorado_Island",1931,"3.29999995231628","pet",6,1933,3,3,0
"Barro_Colorado_Island",1988,"3.20000004768372","pet",6,1990,3,3,0
"Barro_Colorado_Island",2013,"3.40000009536743","pet",6,2015,3,3,0
"Barro_Colorado_Island",1901,"275.840469616877","pre",6,1925,25,25,0
"Barro_Colorado_Island",1901,"22.8999996185303","tmn",6,1914,14,14,0
"Barro_Colorado_Island",1927,"22.8000011444092","tmn",6,1930,4,4,0
"Barro_Colorado_Island",1901,"26","tmp",6,1914,14,14,0
"Barro_Colorado_Island",1927,"25.8999996185303","tmp",6,1930,4,4,0
"Barro_Colorado_Island",1901,"22.8999996185303","tmn",6,1914,14,14,0
"Barro_Colorado_Island",1927,"22.8000011444092","tmn",6,1930,4,4,0
"Barro_Colorado_Island",1901,"29.2000007629395","tmx",6,1914,14,14,0
"Barro_Colorado_Island",1927,"29.1000003814697","tmx",6,1930,4,4,0
"Barro_Colorado_Island",1901,"NaN","wet",6,2019,119,119,0
"Zofin",1961,"10.8000001907349","dtr",6,1963,3,3,0
"Scotty_Creek",1917,"3.40000009536743","pet",6,1919,3,3,0
"Scotty_Creek",1930,"3.5","pet",6,1932,3,3,0
"Scotty_Creek",1999,"3.70000004768372","pet",6,2001,3,3,0
"Smithsonian_Environmental_Research_Center",1960,"10.6999998092651","dtr",7,1962,3,3,0
"Harvard_Forest",2010,"4.80000019073486","pet",7,2012,3,3,0
"Smithsonian_Conservation_Biology_Institute",1953,"4.90000009536743","pet",7,1955,3,3,0
"Smithsonian_Conservation_Biology_Institute",1959,"4.09999990463257","pet",7,1961,3,3,0
"Smithsonian_Conservation_Biology_Institute",2010,"4.90000009536743","pet",7,2012,3,3,0
"Smithsonian_Conservation_Biology_Institute",1993,"18.2000007629395","tmn",7,1995,3,3,0
"Smithsonian_Conservation_Biology_Institute",1993,"18.2000007629395","tmn",7,1995,3,3,0
"Ordway-Swisher",1948,"11.1000003814697","dtr",7,1950,3,3,0
"Ordway-Swisher",1995,"4.40000009536743","pet",7,1997,3,3,0
"Ordway-Swisher",1998,"4.5","pet",7,2000,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",7,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",7,2019,119,119,0
"Yosemite_National_Park",1926,"0.049999997","wet",7,1928,3,3,0
"Yosemite_National_Park",2008,"0.079999998","wet",7,2010,3,3,0
"Wind_River",1901,"NaN","wet",7,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",7,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",7,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",7,2019,119,119,0
"Huai_Kha_Khaeng",1901,"8","dtr",7,1936,36,36,0
"Huai_Kha_Khaeng",1906,"2.79999995231628","pet",7,1916,11,11,0
"Huai_Kha_Khaeng",1922,"2.60000014305115","pet",7,1925,4,4,0
"Huai_Kha_Khaeng",1943,"2.79999995231628","pet",7,1946,4,4,0
"Huai_Kha_Khaeng",1926,"2.70000004768372","pet",7,1928,3,3,0
"Huai_Kha_Khaeng",1939,"2.79999995231628","pet",7,1941,3,3,0
"Huai_Kha_Khaeng",1989,"2.79999995231628","pet",7,1991,3,3,0
"Huai_Kha_Khaeng",2015,"2.79999995231628","pet",7,2017,3,3,0
"Huai_Kha_Khaeng",1948,"21.3999996185303","tmn",7,1950,3,3,0
"Huai_Kha_Khaeng",1947,"25.6000003814697","tmp",7,1949,3,3,0
"Huai_Kha_Khaeng",1951,"25.3999996185303","tmp",7,1953,3,3,0
"Huai_Kha_Khaeng",1948,"21.3999996185303","tmn",7,1950,3,3,0
"Barro_Colorado_Island",1901,"6.30000019073486","dtr",7,1940,40,40,0
"Barro_Colorado_Island",1991,"6.30000019073486","dtr",7,2008,18,18,0
"Barro_Colorado_Island",1950,"6.30000019073486","dtr",7,1952,3,3,0
"Barro_Colorado_Island",1966,"6.40000009536743","dtr",7,1968,3,3,0
"Barro_Colorado_Island",1901,"3.40000009536743","pet",7,1914,14,14,0
"Barro_Colorado_Island",1916,"3.40000009536743","pet",7,1922,7,7,0
"Barro_Colorado_Island",1935,"3.5","pet",7,1939,5,5,0
"Barro_Colorado_Island",1987,"3.40000009536743","pet",7,1990,4,4,0
"Barro_Colorado_Island",1924,"3.40000009536743","pet",7,1926,3,3,0
"Barro_Colorado_Island",1993,"3.5","pet",7,1995,3,3,0
"Barro_Colorado_Island",1901,"279.104007123861","pre",7,1925,25,25,0
"Barro_Colorado_Island",1901,"23.3000011444092","tmn",7,1914,14,14,0
"Barro_Colorado_Island",1917,"23.3000011444092","tmn",7,1921,5,5,0
"Barro_Colorado_Island",1937,"23.3000011444092","tmn",7,1939,3,3,0
